comment,sentiment
the deer casually walking past,neutral
in germany you would net a license for it,neutral
what size the motor,neutral
buy me one bruv,neutral
what iphone model is that,neutral
whattt thats wollaton,neutral
hey aaron how much is it i like it,neutral
eeeeeeeeeeeeeee got me dying,neutral
only the design of it doesnt look that much appealing in my humble opinion it couldve been better imo,neutral
how high can it fly can he do like a landscape view,neutral
app which app,neutral
my dad traveled to dubai like two days ago and my dads gonna buy me a dgi drone the big one is gonna be for me and even the smaller one even the other drones yeah i dont talk about that just broke it i bought from amazon that my dad gonna buy it my dad already bought it two hours later yeah its oclock my dads gonna come back at oclock night i mean the morning actually yeah my dads gonna come at oclock for wake up from seven i can see his black im gonna see my drone i play with it put the app and its ready to go,neutral
all of that is for nothing due to the poopy camera,neutral
jesus christ is coming soon believe in him jesus christ is the only way to heaven,neutral
,neutral
we had paper airplanes,neutral
ive had and they all had one issue fly offs,neutral
please kitna hai,neutral
sar eska price kitna hai kiy ma e drone bay kar kaste hain,neutral
imagine you dont have a phone,neutral
i put it in manual mode and it glitched and crashed,neutral
the deer be chill,neutral
much louder than you think,neutral
or the dji flip,neutral
guess what the spark did not need a controller either and its years old and has a incredibly good gimbal,neutral
did anybody see the deer in the background,neutral
can you do a video on the dji mini k please,neutral
flytime battery life,neutral
these are standard modes you can find on toy drones,neutral
can you send a drone to me i am in sri lanka,neutral
is the location nottingham,neutral
have you guys heard of hoverair x,neutral
is there a camera on the remote to see where its going,neutral
how much are these drones,neutral
its d j i,neutral
just ordered mine,neutral
dji flip,neutral
wait till you lot learn wefs agreements,neutral
my brother makes to test,neutral
shows everything except the footage from the drone,neutral
do not mislead,neutral
holy crap the audio you played at the end sounded like absolute hogwash,neutral
dji will be the next company to be banned in the usa and the west communist chinas civilianmilitary fusion makes this company and its drones one of the most important and dangerous trojan horses in ccps arsenal they have recently removed restrictions that prevents these drones from entering sensitive sites in the united states,neutral
can you gift me a drone plsss,neutral
last feature was amazing only a good quality mike attached with the mobile,neutral
thats your problem this was most useless drone but u r praising it like hell not because you r biased but because u have no idea how to review a drone,neutral
notice how the trees and leaves in the background dont move zero wind these tiny drones are useless with even light winds,neutral
ennnnnnnnnn,neutral
this same very drone has been out for many many years in asia and china theyre called toy drones cheap as s drones,neutral
what is price of noe,neutral
bro can you give me this drkne,neutral
can it orbit roughly feet away from you or it has a limit to how close it can be to you,neutral
all its gonna capture is eeeeeeeee lolll,neutral
neeee,neutral
price,neutral
i want the camera you used to shoot this drone,neutral
the box shows the controller though its not included,neutral
practicing the manual mode for months now nice buy for me very handy for my travel and adventure shot,neutral
just like a squid tello,neutral
looks fun,neutral
can l have one l follow u plz,neutral
yah just like hover dronesbut this one if way cheaper,neutral
national security threats,neutral
this guy has to be,neutral
now no need camera man,neutral
had one but it flew away,neutral
the problem with drones they have restrictions after spending money on my dji mini i am not allowed to use it in parks or the street basically anywhere,neutral
its super loud the wind resistance is none existing and the picture quality subpar,neutral
homie is tripping the prop guards do the opposite of stabilizing the drone because it causes turbulent dirty air the only things theyre good for is to prevent hurting a child or damaging the propellers,neutral
those nay sayers will say stolen technology but i have yet seen any nay countries making it,neutral
u can see my review,neutral
how long can it record for,neutral
the tesla cyber was dollars and the hyper whistle dollars so u give dollars for a whistle and it isnt rlly powerful and the dollar one projects db the hyper whistle,neutral
how about the battery life,neutral
editor said very calmly nah,neutral
i already have it before you made the video,neutral
dji tello grandson,neutral
i think hover did it first before dji,neutral
honestly the audio still sounded like sht,neutral
whats the range of this drone,neutral
wouldnt it be even better if it could connect to the dji rode mics,neutral
how far it can fly or its just like meters only range,neutral
whats the apps name,neutral
i want to control it with my smart watch,neutral
hi how accurate is the tracking and how fast is it if i wanted to take it skiing would that work,neutral
some things to keep in mind before buying a neo if you wanted to make vlogs or any other profit making content as discribed in the video youll need a faa part licence which will cost you about the same as the drone itself roughly legally in the usa and many other places the remote pilot in command must be able to stop any automated flight modes immediately that means flying without a controller which is the main appeal of the neo is illegal the neo lacks collision avoidance sensors it has some kind of ai system using the camera but ive seen plenty of videos of that fail and obvious that only works flying forward there is a known issue while flying with no controller where the gps gets confused and causes the drone to fly off into the sunset uncommanded and as far as i can tell completely randomly my advice for getting into drones would be to skip the neo and go for a mini or mini k depending on your budget as well as a part also please learn the laws about drones the community is getting a bad enough reputation due to ukraine and chinese combat drones as well as people being assholes with them the last thing we need is more excuses for lawmakers to overregulate drones more than they have done already,neutral
no return to home,neutral
there is no option for video,neutral
was that a deer,neutral
is no one going to talk about that massive deer just chillin,neutral
great,neutral
how much,neutral
his eeeeeeeeee was so funny i watched it a million times,neutral
now detect some russians,neutral
it would be fun trying to run away from it,neutral
i want this so bad,neutral
itd be better to use noise canceling tech,neutral
dji stole the idea from hover x i like hover x way better,neutral
i have a dji neo,neutral
how much i already got the dji mini,neutral
i love the dji neo so much but that video quality,neutral
please give,neutral
its not even a computer,neutral
why do you need this,neutral
i crashed it using ae the base model,neutral
it looks like a apple tv but silver,neutral
what does it do actually,neutral
my mac mini m just arrived this isnt just a new device for me its the start of my coding journey super excited to learn create and grow every single day cant wait to see where this path takes me,neutral
eheeemmm how about new games,neutral
iam watching this video from mac mini m,neutral
love the unboxing,neutral
wow,neutral
awesome breakdown of the mac mini m excited to see how it performs in realworld use also we sent you an email about our new mount for the mac mini mwould love for you to check it out when you get a chance keep up the great contentjames,neutral
unboxing is lifting box and there it is,neutral
power button on the bottom is so insane,neutral
my first time seeing this thing thought it was a joke apple concept of a miniature mac,neutral
like thats crazy disgine,neutral
i thought it was a apple tv,neutral
can i set up mac mini m without apple mouse,neutral
i mean why not make the power cable type c,neutral
no stickers,neutral
on europe why is it costing,neutral
is ad,neutral
good nice camera,neutral
wish there were some links i could click,neutral
i like all of them except for the first one,neutral
mini gadgets plzz,neutral
this tech slaps,neutral
links,neutral
the last one is trash,neutral
i liked the charger,neutral
thank you for sharing new gadgets,neutral
,neutral
add rg nano,neutral
very nice gadgets we love them,neutral
thermal camera looked kinda cool,neutral
the temperature one might be useful in swimming pools,neutral
sigma,neutral
amazon asking much details about the vehicle invading privacy being big brother i wonder for whom amazon will lose business,neutral
,neutral
wow,neutral
ryobi laser cube would be the perfect gift for my carpenter brother,neutral
interesting,neutral
the action camera is just around dollar,neutral
second gadget price please,neutral
all from temu from under each lol,neutral
laser level cube is a nice little gadget to have,neutral
these are awesomeif you have unlimited amounts of disposable income,neutral
it would be even better if it could fly a small camerai have seen before in the online shopping application it is mini helicopter with the hd cam for military sides,neutral
this just solved a problem i didnt even know i had,neutral
these are awesome love gadgets where did you get these,neutral
the fact that im actually using the same charger that it is in this video this very moment to charge my phone its a pretty good charger i recommend it,neutral
good video,neutral
the tripod is called joby griptight micro stand for those who want it,neutral
bro didnt even name any of the products either,neutral
why you need three hands to put phone on mini tripod,neutral
pengen dah smaa gasi,neutral
what is the lamp called,neutral
dollars for this camera,neutral
hello i just wanted to to you that jesus loves you and he wants a relationship with you if you are willing to give your life to him and follow him then he will transform your life into something greater than you can ever imagine make sure to obey him and strive to be like him in all his ways and he will give you the gift of heaven in jesus name i pray that you will accept him amen,neutral
bro with the heat seeing camera i can finally see whos in my walls,neutral
rounds of sw magnum,neutral
through the walls no thanks what if i see someone inhaling a front tail in the next room,neutral
wow amazing,neutral
these things are super cool,neutral
the thermal camera costing a casual,neutral
im using the charger while waching this lol,neutral
amazing,neutral
the number price please,neutral
thank you for sharing this,neutral
like this video thanks,neutral
how do i know what there called or where to buy them,neutral
thats cool,neutral
number two is my favourite love it,neutral
that mini camera alone costs my parents entire month paycheck,neutral
,neutral
not bad buy more,neutral
airport tsa arresting us with this one,neutral
,neutral
what a cool idea,neutral
number tho,neutral
aaaand all yhose garbage things cost you your arm and a half,neutral
amazing,neutral
kinda expensive,neutral
,neutral
mini gadgets,neutral
name second product,neutral
where and how much are they tell me more info,neutral
like us,neutral
i loke the camera,neutral
so cool,neutral
ok,neutral
for that camera,neutral
where can you get the smll tripod,neutral
the camera is,neutral
me idont want,neutral
throne princesaa,neutral
the white camera is bucks,neutral
our products would fit in your palm too,neutral
the ring,neutral
thats so cool,neutral
source these products at the best rates from china with us,neutral
bro pllzzz tel me i wannna start affiliate mar how to get products for review video pllz tell me as a bigner,neutral
did you tattoo a ring on your finger,neutral
nice,neutral
we get all of this before gta,neutral
yo can i use your airpods nah this a camera,neutral
i took one look at the price of the tripod and said nope,neutral
,neutral
we will help you to get it cheaper from china to your house,neutral
can u mention gadget name plse,neutral
awesome,neutral
what is a ball head bro its a ballbaring,neutral
pp please,neutral
,neutral
,neutral
the thermal camera is,neutral
is the insta waterproof,neutral
doesnt that thermal camera work on all phones why specifically say iphone,neutral
thermal i can finale be a ghost hunter yay,neutral
that tripod is so handy,neutral
ohhh wow,neutral
where this flir to get from,neutral
theres a links for those gadgets,neutral
wastes of money,neutral
didnt mention that the camera is four hundred dollars,neutral
bro the thermo one is like blox fruits haki irl,neutral
what is the camera called,neutral
why does he talk like that lol,neutral
haha i have the ryobi level and never realized it has the push in,neutral
cool tattoo man,neutral
i got to have them all o look another credit card get the fk out my way,neutral
who needs that cable photobooth,neutral
my ipad from early s has a thermal camera built in,neutral
mini camera cost as much than a regular and chill canon camera,neutral
caraca essas coisas legais nunca vendem por aqui,neutral
where are the links i especially like that phone tripod and the laser leveler,neutral
cant leave the house without cameras and chargers at the ready,neutral
,neutral
why are the links in the description not clickable i cant even copy and paste them as text,neutral
of these items are already on the path of being obsolete iphones are now also using usbc,neutral
i love tinny things,neutral
estou tendo dificuldade pra achar desta marca online sera que saiu de linha,neutral
it depends on the hand your look like a boat it probably fits a full cellphone for a lot of short people those arent hand sized,neutral
i just made the best burritos ive ever eaten,neutral
i would definitely trade you for it but i more than likely dont have anything youd be looking for,neutral
i expected to see some ghost or something on the thermal,neutral
i have the flir and the ryobi and i love them,neutral
i have many of them,neutral
not the rayobi trash brand,neutral
cool bet the price does not fit in the palm of your hand,neutral
dji action is definitely a more useful form factor and is as small or smaller,neutral
the insta go is cool but is no longer sold now that the go is released the laser level for a little bit bigger you can get the hart brand from walmart instead of ryobi for half the price the in chargers are cool but they are very slow and sometimes your phone will still drain while its plugged in because the cable isnt great at transferring power,neutral
that multi cord charger sucks i had two and both ended up not working within a month or so,neutral
made in china,neutral
banne katirka,neutral
wow amazinghope its lasting,neutral
how do you change the time if it is not correct,neutral
who dares me to stick my finger in there,neutral
tgg,neutral
ata koto,neutral
good nice which,neutral
,neutral
ma na subrick,neutral
can i have some stock to sell,neutral
that was so insane fidget spinnner turn into clock,neutral
looks like marvel dr strange with the time stone lol,neutral
,neutral
teknoleji is best and best camera,neutral
main gadget banta hu please dekhna jarur,neutral
this one is nice i like it its like a hologram its cool,neutral
i want to buy that power bankmini inverter,neutral
show it with the sound on i bet its loud but in the white noise sort of way,neutral
bro ur gonna break it,neutral
iska name kita g,neutral
technologia,neutral
bro i have that fan,neutral
please give me plase,neutral
ibrela a cool product to own,neutral
what is name of this product,neutral
name,neutral
really good product having fun with this,neutral
,neutral
is a clock,neutral
best,neutral
name pls,neutral
i need it,neutral
address,neutral
i sell it,neutral
so nice,neutral
the name pls,neutral
,neutral
s is og,neutral
a plz,neutral
phone reviews unboxings tips tricks all in one place join tech maniac where tech becomes fun informative take tech seriously but enjoy it smartly,neutral
compare it to the a pretty good phone for bucks lol,neutral
if i only gets that one i will be fine for the next years,neutral
too small light and thin for me to take it seriously unfortunately it doesnt feel premium,neutral
can you please compare it to the pro max i just ordered an s for fun to use for a few months until the comes out because my pro max broke,neutral
i have buds pro and watch ultra i have a a looking for a phone to have better audio no one does any comparing or features,neutral
small lmao,neutral
i dont like the fact that its very tiny compared to my mothers sfe and my sfe also it had a massive overheat problem dont get it,neutral
give me one,neutral
how much,neutral
i been using it since it came out its a beast compared to my scrappy pixel i traded it in for pixel it a heavy phone and very top heavy and was a pain to hold properly team never pixel for real,neutral
is there any other mobile smaller than this,neutral
more bloatware worst battery life more bugs more money less quality,neutral
how much for ejector,neutral
s ultra has overheating issues,neutral
i need it pls,neutral
what is the other brown phone model,neutral
how much inch,neutral
the blocky iphonelike edges are awful not ergonomic not nice to hold the sides should curve to conform to the hand,neutral
what is this price,neutral
how much is s,neutral
compare it to the samsung galaxy s fe,neutral
hm,neutral
same old phone,neutral
day of asking for a samsung phone,neutral
battery life is same pervious so wht is new only camera n ui,neutral
dont buy samsung phones youll get green line after an update or after an year the company will not provide free replacement my s got green line and they wont provide free replacement,neutral
can you compare it to the s fe,neutral
samsung galaxy s ultra,neutral
s,neutral
which color is this one,neutral
give it to me,neutral
same everything just a slight bit faster,neutral
s trash everything is fking trash,neutral
mine s h m total use screen on time h m screen off time h m battery drain to is it ok or defective battery,neutral
compare with an se,neutral
since the second system software update and app updates to my s its been blazing fast,neutral
s and s,neutral
prices,neutral
come on now same size same cameras from the sss so outdated and the battery is the same nothing new and they charge you more so no way im buying that plus those rings are sticked on by glue and can be accidntally knocked off,neutral
looks like an iphone,neutral
compare to housephone with cord,neutral
s is so clean,neutral
im still mad at samsung because i cant remove myself from group chat,neutral
dont buy any samsung mobilesmy s got green line on display after march os update no replacement also samsung is cheating indians with poor quality premium mobiles boycottsamsungmobiles s buyers also will be in same situation next day after the warranty period,neutral
better out look then s ultra,neutral
im surprised u can feel the gram,neutral
whats the price bro,neutral
they give exynos processor in my country only in us canada and china snapdragon variant,neutral
so hot while im using it dont like it at all,neutral
compare it to the pixel please,neutral
compare it to s,neutral
bro please reply which should i buy for photography and videography only camera usage samsung galaxy s or google pixel pro,neutral
which color is this,neutral
please tell me about battery backupi want a clear update on battery,neutral
compotable phone,neutral
wheres the video,neutral
and a small iphone,neutral
and a small iphone,neutral
oh i aint a fan of the brand honor but actually the honor rsr porsche design is actually better than the s series especially the s ultra now look the s ultra and the honor both have a snapdragon elite chip with a adreno but the ram on the honor goes up to gb which makes the honor win by performance im kinda surprised tbh,neutral
if that s is black,neutral
pls compare with s im thinking about upgrading,neutral
i think a pixel comparison would be awesome,neutral
it is best phone,neutral
compare to pixel pro,neutral
with a camera lenses protector in black well you change from s to s for dollars,neutral
compare to,neutral
sis the best,neutral
samsung,neutral
s ultra is way better,neutral
when apple does it when samsung does it,neutral
not big difference how,neutral
vs s ultra plzs,neutral
where do you take the phones throw one my way,neutral
compare with s especially the size please,neutral
its sad to see how companies wont innovate anymore i went through the the s series with touchwiz and you could really see the changes from one model to the next now its just the lame pretext of keeping the design language with minor improvs,neutral
very good size,neutral
can you give me this one,neutral
i am getting a samsung s plus in black,neutral
hate the larger camera rings,neutral
i like how the regular s chipset is faster than the iphone pros a pro chip because the samsung s has the same chipset as the samsung s ultra,neutral
not a big difference the phone literally having likew a x better processor,neutral
i am confused why this expensive phone come in so cheap box,neutral
it huge upgrade if we look at craponys s,neutral
that aint galaxy it rather looks like galaxy point,neutral
s vs iphone,neutral
compare it to s,neutral
love the fact that samsung still produce small phone,neutral
iphone is best,neutral
i rather keep my samsung galaxy s,neutral
ss,neutral
compare it to op similar price,neutral
give me one phone pls,neutral
compare it with the vivo x mini,neutral
so compact yet so powerful,neutral
i want to see bazel size difference bw s s,neutral
beuty was this,neutral
no adapter no case,neutral
s black stone,neutral
definitely with vivo x,neutral
new phones are too expensive,neutral
compare it to to pro,neutral
id like to see gun him compare to the s ultra or fe,neutral
hey can you compare it to the motorola startac love your videos thank you for being amazing,neutral
compare it to s and s please,neutral
most obviously for me it is to compare it to last years base s im curious as to how much samsung improved their exynos chip,neutral
my friend suggested me to buy this its working excellent,neutral
please compare s plus ultra with oneplus,neutral
compare it to xiaomi please thank you,neutral
give me bro,neutral
can you compare the base s to the base s as i am not sure about upgrading to it,neutral
s,neutral
my mom brought me a new samsung galaxy the blue one,neutral
they copied litteraly everything from apple even the packaging,neutral
what color is this,neutral
please compare with xiaomi note pro,neutral
s s are good phones but samsung copy iphone they take out the micro sd card on samsung now is like iphone limited storage very very disapoinyed the micro sd card made the difrence they put sims for whath i am very dissapoinyed and i will never buy samsung if they dos not put the sd card back,neutral
can i use a cover for s on s,neutral
innovation,neutral
s vs peo,neutral
and people say apple doesnt innovate,neutral
how big are his hands they make the s look like a baby,neutral
s vs s,neutral
compare to s,neutral
s vs iphone vs s,neutral
this one also got those camera rings,neutral
please compare it to the s,neutral
im sticking with my s,neutral
looks like iphone,neutral
so its a pointless upgradethanks for lettin us know,neutral
finally an unboxing video that shows opening the box for the first time thanks for showing how the seals look so that my ocd brain can rest easy going to pick it up this or next week,neutral
latest version stupid design,neutral
oneplus,neutral
ultra with the pen,neutral
compare with s,neutral
looks exactly like their budget models wtf,neutral
compare to s,neutral
too small,neutral
can i have an s please,neutral
can we stop naming a inches phones as small,neutral
incredible how they tricked the humanity into buying this crap and some of them at these prices omfg,neutral
brand new yet same same,neutral
battery same display sane charging same camera same looks iphone icons have become ios s pen destroyed no charger no x optical fotos worse than iphone,neutral
its a disappointment,neutral
irritating music,neutral
grok,neutral
is it just me or is the bigger,neutral
s ultra display is better guys you should check specifications,neutral
i switched from the s ultra a few months ago to the s ultra and im happy i did i love my s ultra i love the way it looks and its just an amazing phone there are so many things i love about it,neutral
vah vah dekh liya bhai samsung samsung samsung,neutral
how to make the circle icon,neutral
how to arrange icons like clusters,neutral
s,neutral
i like the s ultra better the flat screen with the rounded corners make it look and feel better,neutral
ultra look,neutral
so ehats this comparison about,neutral
idk but they look the same is just smaller,neutral
,neutral
it is now july and the s ultra already looks dated it is identical to the s and s ultras and a refresh was badly needed the s ultra is no oil painting but it does look slick and modern,neutral
,neutral
can you do this to an s ultra if so can you link me,neutral
i like the but i have the,neutral
chiroyli ekan baribir,neutral
advance model s ultra lag raha,neutral
how to get that theme,neutral
s ultra best camera phone or performance,neutral
what launcher,neutral
can spend to me if you have many,neutral
why would you want a phone for frankenstein i like smaller phones,neutral
s looks much better,neutral
su hands down,neutral
s is better,neutral
i still prefer s ultra design,neutral
o men nasl yaplyor,neutral
s ultra s design,neutral
s ultra looks more like the s,neutral
woow crazy waana get it,neutral
using different wall papers bad comparison,neutral
s ultra gem,neutral
sultra,neutral
it will be perfect if paired with wb portable powerbank,neutral
that would be annoying for me,neutral
whats that app globe wallpaper called,neutral
what theme is he using,neutral
i just got to from the so im sure it will be a huge improvement,neutral
lol people saying all iphone max look the same and its a scam but look at that,neutral
i have a s ultra,neutral
samsung the best phone,neutral
s ultra,neutral
,neutral
,neutral
,neutral
the s ultra is a banger love it love the round edges the ai the looks of the phone is so sleek,neutral
li,neutral
how to do this type of menu style i bought ultra please suggest,neutral
sir and madam kindly leave me,neutral
how much,neutral
realme mobile gift kar do subscribe karo,neutral
sir and madam kindly leave me,neutral
the looks bigger,neutral
comopuedo hacer ese efecto,neutral
can someone please tell me what theme or feature that circular setup is ive been searching for it but cant find,neutral
i still have and love my note plus although it has water resistance issues after a few years of use it is still a great phone,neutral
everyone complained about the boxy design and sharp look of the ultras and so samsung delivered with the curved corners on s ultra which in my opinion i hate it and now again people complain saying s ultra looks cheap and ugly,neutral
what was this widget you using looking nice and cool please name of the widget,neutral
s ultra,neutral
i have the s ultra i was thinking of upgrading to the s ultra but i dont like the design i dont know if i should upgrade to the s ultra instead,neutral
s ultra,neutral
s se ve mejor,neutral
ism jo function he wo kaise kiya,neutral
s ultra is straight up ugly,neutral
,neutral
se ve ms premiun el s,neutral
please answer me i want to buy,neutral
how much is the price i wanted to send it to ethiopia,neutral
dna launcher,neutral
cul es mejor,neutral
s ultra have narrowed screen size compared to s ultra,neutral
how to make same like that,neutral
i have su month use its good,neutral
what kind of launcher,neutral
as an s user i tested the exposition s u and su have a best gripin my opinion and square edges are weaker for falling,neutral
how did you make those apps look like a ball,neutral
communication and everything you need to learn is on here,neutral
how do i get that sphere app icons,neutral
s ultra is cooler then,neutral
samsung s,neutral
pp,neutral
i agree the s looks a more premium phone people complaining it digs into their wee soft palms is just daft most phones are too big to sit comfortably in your pocket anyway,neutral
same shiiiit,neutral
what launcher is this,neutral
beautiful,neutral
bunu nasl yapabilirim s ultraya,neutral
the new best life x is better,neutral
,neutral
tremendo el s ultra el mejor samsung del mundo hoy,neutral
i am watching with iphone,neutral
what wallpaper was the s,neutral
is the best,neutral
,neutral
nigdy jeszcze nie widziaam takiego telefonu fajny,neutral
the s ultra is still the best samsung phone ever made,neutral
how do you get the apps to be a sphear,neutral
s,neutral
sultra price,neutral
como coloco meu apps assim,neutral
that theme looks awesome i love how the apps are arranged how can i find this,neutral
i kissed the screen because i loved it so much i always do that until i buy it and have it in my hands and kiss it in reality i love it so much that it is indescribable it is my dream,neutral
how did you get your appsscreen to do that,neutral
how can i get my screen like this,neutral
the is a plus not an ultra in this clip,neutral
the s looks better,neutral
how did he puts his apps like that,neutral
hello a consultation i bought an ultra samsung s a couple of days ago and it does not bring a charger on the samsung page it says that there are no chargers where and what type of charger can i buy so that the original telephone number is not damaged and compatible,neutral
s,neutral
look at bigger than ultra,neutral
am i the only one who didnt know samsung made fridges,neutral
how to get cool homes credentials,neutral
there is a problem with this video and i wonder why no one points it out the s presented here is actually s not ultra,neutral
nie wieder samsung,neutral
s ultra is more powerful and better performance but s ultra have better s pen and better design and curved screen aesthetics,neutral
u looks better,neutral
,neutral
iphone owner be ye to dhoti khol raha hai,neutral
i only got the s ultra because they are having a promotion to pay off the rest of my phone s fe and trade in my phone for towards any of the s line,neutral
tell us how you made the apps like this,neutral
i dont know why but till s ultra their phones are almost killer cuz of his cylindrical straight bit circle look with no round sharp edges i mean thats a real flagship but now in s series they have done same thing as others are doing like round edges straight frame rather than unique cool cylindrical sides,neutral
i ve had this on repeat all day,neutral
how did you do that app spinning thing,neutral
s ultra looks like a gold bar,neutral
how to use that trasition i have s ultra,neutral
sansun s ultra,neutral
precio de celulares grande s ultras,neutral
precio celulares xiomi,neutral
,neutral
how to get this drawer app in s u,neutral
to this day s ultra is still the best looking,neutral
if you like me dont even imagine buy this stuff to month salary in my country,neutral
vive samsung,neutral
fuck ss camera ring,neutral
how do you get that lockscreen app wheel,neutral
i wish i have a phone like this,neutral
i just dont like how spins longer,neutral
songs sh dress zhyz s zhs vzvvzg zbs s hss ys st ys sy sysb auyagayaysysyyssyzyzgztsgyzzyzyzyzy are,neutral
s,neutral
cut,neutral
beautiful,neutral
like if apple watch is better reply if samsung watches are better,neutral
the best feature will be a battery that lasts months,neutral
litrlee,neutral
whats the ring you are wearing as in which company brand,neutral
hahahaha copying apple,neutral
can it resist a hammer tho i might test that out lol,neutral
wow so different i almost fell from the edge of the flat earth while listening to you outlining all these differences,neutral
brother the samsung watch or watch ultra can do the same or even more,neutral
how much info does it steal in the process,neutral
sick,neutral
having the sensor on the side is a very underrated feature i feel like samsung would include that but then no one would by their rings,neutral
for most people heeee,neutral
and the esr rebound keyboard,neutral
can you make a video a bout ipad air m,neutral
i l watchng your channel,neutral
first sapphire screen and titanium body are common,neutral
note that saphire is not meant to be shatterresisant but scratch resistant so do not smash your watch it breaks easier than normal glass,neutral
samsung has the double tap feature and the sensor lol,neutral
it would be great to have a video of this smartwatch compared to the galaxy watch and apple watch,neutral
galaxy watch have some of them gestures,neutral
affordable and durable,neutral
,neutral
his hai,neutral
do you know what has the the first features the watch ultra and,neutral
,neutral
apple watches have all of these features lol,neutral
i have that double tap thing in my samsung watch i think its the first samsung watch,neutral
the best company so far,neutral
just stating the specs of the watch is useless id rather check with the quantified scientist for a data based verdict,neutral
does it sync well with iphones,neutral
ah yes i thought the ice was going to break the watch,neutral
all copied from galaxy,neutral
huawei has an insane eco system as well,neutral
i love huawei innovations,neutral
lol sapphire is more brittle than normal glass,neutral
im watching you from bangladesh,neutral
bro make a big vid on huawei that should give a big impact to other big lazy brands your voice is big,neutral
you forgot to mention the best feature sending all your data to the ccp,neutral
bro samsung already had this from like,neutral
i have all of that with the galaxy watch pro,neutral
i had to upgrade from my huawei mate to s last year because of missing playstore in huawei phones otherwise the software and hardware package of huawei is the best imo,neutral
and it stalks you and your family,neutral
because made in china,neutral
these are all samsung features already and have been since the galaxy watch,neutral
lets talk about battery and of these fancy watches will cry in corner aint buying these craps anymore,neutral
dont abuse that watch,neutral
i have all of those features except the ecg that the watch has on my galaxy watch from years ago,neutral
lol the galaxy watch too,neutral
my teacher has a huawei watch and my schoolmate,neutral
apple watch can do this too,neutral
it also listens to what you say and send it to the ccp,neutral
no matter what i will always respect huawei and honor both are really great chinese brands in a good way,neutral
budget watch from huawei,neutral
bro just described an apple watch,neutral
loved it,neutral
watch classic did those all years ago,neutral
i wanna buy it,neutral
i have the garmin fenix solar salphire and its also uses titanium and that watch costed a leg,neutral
any apple watch will do all of these things crazy what does to youtubers,neutral
they shouldve called it the huatch,neutral
i have that watch lols,neutral
these features were introduced in apple watch years ago same hart rate sensor was introduced like years ago yep apple is scared that chinese companies will steal the technology,neutral
does it have blood pressure monitor and also can it work well with non huawei fones battery life why do you focus on things that dont matter,neutral
dumb sapphire is more brittle it is extremely scratch resistant but it can shatter much more easily than alternatives if you smash it against things,neutral
the thumbnail for this video is just his hand crazy i knew instantly who i was about to watch,neutral
this one sends your data to the ccp rather than to the nsa thats the main difference,neutral
samsung does the same,neutral
i just dont like the way it looks im sorry,neutral
this guy is a walking ad like that black mirror episode,neutral
thats not how sapphire glass works its harder than glass so more scratch resistant but because of that its not as elastic as glass so its more brittle doubt ice could scratch glass or sapphire but when hitting it like that glass would survive more times than sapphire,neutral
forgot to mention the neurotoxin injector that activates when taiwan,neutral
the apple watch ultra literally has all of these features,neutral
as if apple doesnt already have the tapping feature,neutral
does it also avoid giving you skin cancer,neutral
it can also sell your soul to the chinese government,neutral
as long as you are fine with the ccp having all your personal info go for it,neutral
apple watch from temu,neutral
are there so much chinese viewers,neutral
tipe apa pro atau biasa,neutral
thats starktech,neutral
thats a nice design both soft wand hard,neutral
found it better than my samsung watch infact look like dos and windows comparison,neutral
the whole video is a sponsor nothing but a sponsor,neutral
what color is that,neutral
not to underplay huawei but my galaxy watch is pretty much the same aluminum body not titanium but has sapphire screen gesture navigation and ecg body composition with side buttons,neutral
hi apple user here its fair to say we wont get this feature until and when we do get it apple will be acting like the world has never seen it before,neutral
what will it do when i wave at you,neutral
aaaand the heartrate monitor sucks is way way worse than my old fitbit,neutral
bro everyone saying huawei is innovative when apple did the gesture thing first,neutral
samsung coppt,neutral
ill never forgive america for stopping hauwei using using google playstore instead of forcing their own companies to improve they had to nuke the competitors,neutral
arun are u tamilan,neutral
the best samsung galaxy watch blood pressure is not working,neutral
samsung has gestures for fe and more same as samsung for reading health app the bpm and blood presure ect ect,neutral
samsung samsung samsung,neutral
bro told me am poor,neutral
samsung had the gestures since the watch,neutral
huawei best chinese spy on you devices ever made,neutral
nice ad,neutral
price,neutral
is your nail colour healthy or is it just the camera fault lookup white nails causes,neutral
can i get a ps,neutral
tbf i just shave my wrist where my watch sits,neutral
gimmick feature,neutral
i will never touch a huawei device because of the fact they work with the ccp,neutral
hell keep using apple watch anyway,neutral
nice i just have to wait years so apple does this too,neutral
everything that he said is on an apple watch already,neutral
apple watch samsung watch has it too huawei copying,neutral
also what is said in front of the watch will be delivered to the ccp enjoy,neutral
so like an apple watch,neutral
yes apple needs to copy all of this,neutral
everything you just mentioned i can do on my apple watch and more,neutral
the era of smart watch is over aanalo is the way,neutral
,neutral
can take some punishment smashes it on ice,neutral
why are his fingernails so white,neutral
dude casually hung up on someone mid vid,neutral
that is why us are so afraid of huawei because of their tech,neutral
all thats on every galaxy watch,neutral
what model,neutral
the galaxy watch classic is just the same,neutral
my huawei watch when i criticise the ccp,neutral
these are all great features and probably better on the huawei but arent they all on the samsung watch as well,neutral
apple fans,neutral
out of content,neutral
buy it for the team for their birthday,neutral
samsung did is first,neutral
love that watch,neutral
arun is this your primary watch or is it apple watch,neutral
